[    2814ms] [ERROR] Failed to fetch RSC payload for http://localhost:3001/cluster-4/. Falling back to browser navigation. TypeError: Failed to fetch
    at fetchServerResponse (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/router-reducer/fetch-server-response.js:58:27)
    at fastRefreshReducerImpl (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/router-reducer/reducers/fast-refresh-reducer.js:33:67)
    at clientReducer (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/router-reducer/router-reducer.js:41:67)
    at Object.action (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/shared/lib/router/action-queue.js:150:55)
    at runAction (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/shared/lib/router/action-queue.js:56:38)
    at dispatchAction (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/shared/lib/router/action-queue.js:113:9)
    at Object.dispatch (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/shared/lib/router/action-queue.js:145:40)
    at eval (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/use-reducer-with-devtools.js:130:21)
    at eval (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/app-router.js:304:25)
    at startTransition (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/compiled/react/cjs/react.development.js:2597:25)
    at Object.fastRefresh (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/app-router.js:303:48)
    at eval (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/hot-reloader-client.js:277:28)
    at startTransition (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/compiled/react/cjs/react.development.js:2597:25)
    at processMessage (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/hot-reloader-client.js:276:44)
    at WebSocket.handler (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/hot-reloader-client.js:395:17) @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/app-index.js:32
[    3233ms] [INFO] %cDownload the React DevTools for a better development experience: https://reactjs.org/link/react-devtools font-weight:bold @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/compiled/react-dom/cjs/react-dom.development.js:38559
[    3426ms] [ERROR] Warning: Prop `%s` did not match. Server: %s Client: %s%s style "opacity: 0;" "opacity:0" 
    at body
    at html
    at RootLayout (Server)
    at RedirectErrorBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/redirect-boundary.js:74:9)
    at RedirectBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/redirect-boundary.js:82:11)
    at NotFoundErrorBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/not-found-boundary.js:76:9)
    at NotFoundBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/not-found-boundary.js:84:11)
    at DevRootNotFoundBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/dev-root-not-found-boundary.js:33:11)
    at ReactDevOverlay (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/ReactDevOverlay.js:87:9)
    at HotReload (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/hot-reloader-client.js:321:11)
    at Router (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/app-router.js:207:11)
    at ErrorBoundaryHandler (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/error-boundary.js:113:9)
    at ErrorBoundary (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/error-boundary.js:160:11)
    at AppRouter (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/app-router.js:585:13)
    at ServerRoot (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/app-index.js:112:27)
    at Root (webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/app-index.js:117:11) @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/app-index.js:32
[    3636ms] [LOG] [calculateScale] {screenWidth: 1400, innerHeight: 900, browserZoom: 0.675, 계산값: 607.5} @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:558
[    3637ms] [LOG] [setCardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:576
[    3722ms] [LOG] [calculateScale] {screenWidth: 1400, innerHeight: 900, browserZoom: 0.675, 계산값: 607.5} @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:558
[    3723ms] [LOG] [setCardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:576
[    4248ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4249ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4258ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4259ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4265ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4266ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4288ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4289ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4293ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4294ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4321ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4322ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4326ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4327ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4351ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4352ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4360ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4361ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4384ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4385ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4393ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4393ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4421ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4421ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4425ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4426ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4454ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4455ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4459ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4460ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4488ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4488ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4492ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4492ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4518ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4518ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4525ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4525ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4548ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4549ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4553ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4553ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4587ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4588ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4591ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4591ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4621ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4621ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4625ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4625ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4654ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4655ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4658ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4658ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4685ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4685ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4691ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4692ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4715ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4716ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4719ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4719ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4754ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4754ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4758ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4758ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4788ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4788ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4791ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4792ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4821ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4822ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4825ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4825ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4852ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4852ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4859ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    4859ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    5258ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://localhost:3001/api/auth/session/:0
[    5262ms] [LOG] [Fast Refresh] done in 1397ms @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/components/react-dev-overlay/app/hot-reloader-client.js:43
[    5270ms] [ERROR] [next-auth][error][CLIENT_FETCH_ERROR] 
https://next-auth.js.org/errors#client_fetch_error Unexpected token '<', "<!DOCTYPE "... is not valid JSON {error: Object, url: /api/auth/session, message: Unexpected token '<', "<!DOCTYPE "... is not valid JSON} @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/client/app-index.js:32
[    5288ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[    5289ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[   27157ms] [LOG] [calculateScale] {screenWidth: 1200, innerHeight: 900, browserZoom: 0.7875, 계산값: 708.75} @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:558
[   27157ms] [LOG] [setCardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:576
[   27158ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
[   27158ms] [LOG] [render cardScale] 1.1728395061728396 @ webpack-internal:///(app-pages-browser)/./components/home-career/Sidebar.tsx:1654
